,num_critic_for_reviews,director_facebook_likes,actor_1_facebook_likes,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,budget,actor_2_facebook_likes,imdb_score,movie_facebook_likes
2415,415,11000,594,150082,1353,384,18000000,268,7,36000
2419,27,8,844,29621,2653,76,18000000,456,5,588
2421,110,80,2000,35514,5024,114,18000000,795,7,15000
2424,77,130,691,62009,2481,109,18000000,476,5,2000
2430,128,11000,11000,31169,23283,192,18000000,11000,6,812
2433,54,38,17000,8023,18711,49,18000000,632,5,591
2438,25,28,372,1400,927,41,18000000,262,5,346
2439,104,128,11000,23728,14995,213,18000000,2000,6,813
2441,146,31,210,19586,676,109,18000000,193,4,4000
2445,93,109,405,10680,847,112,18000000,204,7,562
2457,128,11000,11000,25165,14843,155,18000000,944,6,827
2458,186,6,25000,27882,39463,119,18000000,14000,7,18000
2463,79,154,1000,26730,4094,180,18000000,783,7,2000
2465,97,34,663,14324,2215,93,18000000,551,5,1000
2467,59,157,84,2541,198,20,18000000,35,5,342
2474,195,89,22000,48162,25804,140,14000000,2000,6,10000
2480,187,83,3000,264533,4142,609,17500000,460,8,12000
2485,239,448,482,268581,956,1109,17000000,203,7,20000
2489,129,42,839,106820,3627,147,17000000,756,6,14000
2494,52,9,818,3407,2164,48,17000000,636,5,309
2495,56,92,1000,11600,5306,64,17000000,886,6,7000
2496,186,248,16000,121058,19410,482,17000000,988,6,3000
2497,178,52,723,67978,1978,279,20000000,346,5,12000
2498,140,36,1000,62272,3294,207,17000000,580,5,2000
2499,469,364,12000,264186,25549,665,170000000,10000,6,30000
2501,148,33,15000,64190,17396,129,17000000,976,5,16000
2503,75,39,593,11815,2713,117,17000000,517,5,320
2504,113,51,427,23480,952,83,17000000,234,7,21000
2507,223,36,10000,213898,12676,250,17000000,751,7,36000
2508,50,19,973,12993,3344,107,34000000,954,4,476
2510,81,11,1000,10885,4060,271,17000000,982,4,814
2512,44,11,1000,2045,2020,37,17000000,436,5,339
2513,197,847,3000,52852,6317,138,17000000,960,6,4000
2514,15,117,715,4550,1567,50,9000000,490,6,419
2515,543,201,394,125016,673,789,17000000,150,6,70000
2517,153,80,2000,22639,5992,217,19000000,2000,5,300
2518,94,22,1000,33570,3007,259,17000000,593,3,1000
2522,21,3,400,4081,805,28,17000000,193,3,154
2523,236,168,3000,295375,4210,645,16000000,979,7,15000
2529,41,22,669,3701,1769,71,17000000,642,5,903
2533,236,168,3000,295375,4210,645,16000000,979,7,15000
2539,96,608,49000,277451,51609,491,16400000,1000,8,23000
2545,576,405,996,190030,4606,583,15000000,897,8,30000
2550,56,11,911,18254,3058,307,16000000,521,3,1000
2553,51,14,1000,7392,4194,53,35000000,1000,5,393
2554,41,309,939,9566,3107,81,16000000,881,6,1000
2558,285,1000,175,352695,485,687,8000000,115,7,17000
2560,275,11000,19000,198111,19894,365,15500000,581,7,14000
2562,81,24,15000,4654,18786,46,20000000,1000,6,18000
2563,67,7,3000,13661,3451,134,16000000,240,5,487
2565,300,45,24000,92712,24805,294,16000000,396,5,6000
2566,84,22,8000,11768,11078,148,16000000,2000,5,492
2568,169,179,12000,24854,15044,374,16000000,1000,3,31000
2569,158,47,21000,113963,22088,361,16000000,541,7,24000
2570,46,6,812,8215,1882,95,16000000,326,5,371
2571,15,121,11000,21079,14677,55,20000000,3000,5,818
2575,42,38,940,5237,1945,90,16000000,416,4,392
2576,65,28,555,8217,1227,123,15000000,403,6,573
2577,109,11000,11000,21613,12766,148,16000000,650,6,762
2583,64,133,898,5321,2096,78,16000000,708,6,356
2586,78,172,172,30587,329,49,11000000,55,7,3000
2587,67,6,10000,5664,11091,42,15000000,304,6,921
2588,216,929,488,45449,943,192,13000000,289,7,23000
2590,84,529,1000,155249,4453,304,16000000,884,8,115000
2593,32,10,890,5312,3104,40,15600000,578,4,939
2597,40,7,1000,3299,4329,24,15500000,1000,5,191
2602,21,12000,19000,36918,21499,42,11000000,875,5,3000
2604,173,12000,10000,219171,13069,388,15000000,1000,6,19000
2610,60,4,17000,6723,30978,36,15500000,13000,6,1000
2611,70,14000,852,60988,2592,199,15000000,581,7,6000
2614,454,77,19000,467613,20295,608,14000000,393,8,165000
2615,25,6,1000,18140,2419,60,10000000,745,6,855
2618,393,127,1000,134869,1949,304,20000000,340,6,57000
2621,157,79,925,77724,1018,162,15000000,38,6,26000
2623,109,13000,925,189413,1953,306,15000000,692,7,15000
2626,462,43,11000,139749,11946,509,17000000,326,6,29000
2628,69,189,934,29008,3707,99,15000000,927,5,896
2629,140,517,22000,232577,34025,1026,15000000,11000,8,11000
2630,130,272,22000,67604,29252,218,15000000,4000,7,12000
2632,238,29,12000,64747,15800,122,15000000,1000,6,12000
2633,198,66,3000,29867,4567,181,15000000,658,6,27000
2636,131,446,22000,69576,40117,207,10000000,13000,6,2000
2638,355,453,15000,181025,27788,336,7000000,10000,7,38000
2639,138,488,15000,39782,44037,172,37000000,14000,5,11000
2641,419,120,13000,265507,14100,388,15000000,876,7,90000
2644,181,767,607,192775,1076,559,15000000,202,8,11000
2646,349,212,2000,86664,4896,252,15000000,820,7,38000
2650,344,255,14000,229687,18003,637,125000000,1000,5,15000
2654,74,10,811,23408,2167,105,15000000,636,4,810
2655,65,13,818,15582,1450,132,15000000,511,6,849
2658,96,61,907,8427,3462,88,14000000,807,6,1000
2662,160,31,193,28964,608,457,15000000,184,4,949
2663,93,26,838,57140,1812,195,15000000,328,6,6000
2668,25,11,1000,17074,2210,55,15000000,605,5,466
2669,46,15,1000,6095,3845,76,15000000,786,6,1000
2671,108,83,912,13048,2682,227,14000000,786,4,243
2676,96,119,989,17328,4660,237,15000000,982,5,673
2677,417,310,33000,187170,34413,376,15000000,748,7,47000
2679,88,11,471,13320,1069,415,15000000,308,4,327
2682,414,181,11000,111625,14025,369,15000000,820,6,20000
2683,291,210,22000,57210,22574,158,15000000,164,6,13000
2685,37,12,354,2037,568,22,15000000,173,5,175
2687,90,36,1000,16340,2764,355,15000000,786,4,356
2688,81,16,907,4603,3633,91,15000000,585,6,489
2689,221,92,11000,106111,17627,181,15000000,5000,7,49000
2692,119,164,436,30643,1172,144,15000000,324,6,622
2693,97,745,12000,9294,15209,140,15000000,821,5,251
2694,119,34,427,9649,729,226,20000000,66,6,1000
2695,42,11000,11000,13692,12685,55,15000000,860,6,877
2696,24,9,595,2724,1139,53,15000000,417,2,436
2697,208,561,746,53471,2377,224,15000000,561,5,29000
2698,42,23,925,7159,2913,88,15000000,660,5,247
2699,44,4,989,7403,3142,162,15000000,841,5,648
2701,46,80,1000,22649,4676,212,15000000,872,5,1000
2705,71,41,556,17261,1873,125,15000000,463,6,455
2706,190,187,11000,24150,12178,118,16000000,883,6,923
2707,50,9,11000,8055,13524,89,15000000,897,5,816
2708,63,2,890,26598,3161,132,20000000,852,4,1000
2711,49,6,8000,6562,10732,66,15000000,625,5,647
2712,300,454,65,307639,173,513,15000000,49,8,32000
2716,242,835,13000,30284,14544,102,15000000,826,6,10000
2717,218,11000,860,58967,2717,169,15000000,658,7,10000
2718,49,52,477,3668,2312,85,15000000,397,4,157
2726,328,132,10000,109873,12867,320,15000000,882,7,33000
2729,21,70,876,4996,1351,62,15000000,324,5,843
2734,260,756,136,111841,203,413,6000000,23,8,12000
2738,109,34,936,20730,3578,111,15000000,826,6,664
2742,14,85,825,2699,1432,29,9000000,476,5,154
2744,17,36,549,609,801,15,15000000,248,6,705
2746,19,24,776,2236,1732,40,25000000,595,4,193
2747,50,17,1000,7519,1245,39,15000000,165,5,445
2750,136,19,1000,41638,2829,134,7000000,889,6,13000
2751,26,93,179,5018,363,108,15000000,55,4,473
2752,4,6,61,80,192,4,15000000,57,5,18
2753,53,3,556,9177,996,53,15000000,353,7,821
2754,22,67,631,695,1585,32,15000000,452,6,277
2755,147,11000,13000,437418,15500,609,14600000,571,8,38000
2756,222,13,20000,38202,38963,135,14800000,17000,5,41000
2757,106,1000,29000,167750,33791,506,14500000,1000,6,10000
2759,5,5,467,993,994,13,14500000,220,6,998
2760,131,16000,16000,277505,28544,495,14400000,11000,8,10000
2761,140,3000,3000,18646,4211,81,14200000,769,7,1000
2763,94,213,886,55101,1639,201,14000000,276,6,3000
2766,32,5,442,44096,717,62,15800000,162,5,489
2771,264,30,941,47169,2348,162,14000000,459,5,17000
2780,43,54,8000,15047,10792,160,14000000,670,5,2000
2781,331,58,11000,82327,12894,350,13000000,1000,6,18000
2782,38,12,23,3135,49,78,14000000,12,6,184
2784,40,10,706,9693,1421,33,14000000,266,5,530
2786,82,128,931,16294,2704,252,14000000,726,3,889
2788,56,119,869,24038,3007,123,14000000,779,4,411
2789,160,123,26000,56338,41359,215,14000000,14000,6,4000
2790,71,44,953,5721,3299,20,14000000,849,4,1000
2792,62,160,718,9323,1148,157,12000000,330,6,970
2794,59,17000,22000,13548,23378,75,14000000,740,6,932
2798,69,189,934,29008,3707,99,15000000,927,5,896
2800,61,70,878,11693,2165,104,14000000,834,5,613
2803,251,143,14000,92781,15337,320,26000000,617,7,5000
2804,63,49,12000,12519,12776,112,24000000,215,5,853
2805,47,956,10000,6782,10368,114,14000000,233,6,860
2806,108,176,543,9334,678,59,14000000,113,6,447
2807,64,12,159,7277,417,181,14000000,102,3,231
2808,20,133,423,2427,446,27,14000000,15,5,127
2810,2,109,16000,524,17250,8,14000000,469,6,76
2814,50,2,149,6069,243,34,12000000,32,6,1000
2815,57,168,697,11704,2243,36,15000000,329,7,702
2820,348,473,833,167089,2690,491,125000000,809,5,62000
2826,401,454,2000,185845,4757,284,15000000,906,7,52000
2829,192,101,918,248354,2334,564,13500000,653,8,14000
2833,4,26,898,912,2895,17,13400000,391,3,502
2834,84,209,569,74351,714,233,13000000,69,1,62000
2836,492,294,10000,182910,14160,630,100000000,2000,6,60000
2840,63,36,3000,6276,7833,55,13000000,3000,6,16000
2843,275,51,13000,72803,20330,171,13000000,6000,7,33000
2845,133,19,23000,222099,37907,549,16000000,13000,7,10000
2846,49,13,11000,28805,12687,159,13000000,489,5,1000
2849,185,19,8000,357579,12755,1100,13000000,902,7,15000
2853,57,6,904,24834,3353,168,13000000,471,6,934
2854,25,15,694,7984,2486,42,13000000,558,5,833
2858,489,232,149,289508,430,611,15000000,145,7,109000
2860,40,7,939,4339,2815,31,6000000,890,6,593
2863,251,16000,378,132149,751,316,19000000,85,7,5000
2864,113,35,24000,19707,27806,128,13000000,912,6,862
2865,23,18,1000,1520,3352,20,13000000,851,3,204
2866,421,412,805,161288,2499,351,13000000,681,8,72000
2867,32,799,721,20033,1805,117,13000000,359,6,679
2871,39,7,3000,3116,6485,39,13000000,1000,6,251
2874,111,16,567,21530,1775,159,13000000,326,6,618
2875,168,24,552,60407,2730,84,13000000,528,5,11000
2877,104,37,748,18442,2417,59,13000000,573,6,689
2878,150,80,2000,28573,3004,87,13000000,257,5,5000
2879,61,83,2000,4767,2389,69,100000000,370,7,186
2881,21,150,979,1595,1679,19,13000000,385,5,69
2882,217,260,20000,88037,39473,201,26000000,15000,7,10000
2884,364,139,8000,351274,13631,457,13000000,3000,8,131000
2885,19,29,683,922,1139,23,3000000,155,5,107
2887,71,187,14000,5254,17104,92,20000000,900,6,141
2889,399,115,1000,82331,2011,297,13000000,305,6,18000
2891,285,122,873,88241,2812,266,13000000,461,6,23000
2892,2,32,14000,90,14133,1,12620000,81,6,139
2894,242,43,170,77305,931,162,13000000,157,6,11000
2898,122,12000,11000,163492,23602,460,13000000,10000,8,15000
2905,226,44,33000,114762,34351,299,12000000,730,7,19000
2906,185,39,77,132386,156,398,12500000,32,7,38000
2908,28,44,1000,5648,2004,50,16000000,653,6,329
2909,48,220,812,6921,3337,48,12500000,787,6,344
2911,391,20,22000,165792,26233,392,10500000,982,6,44000
2913,24,383,912,61753,1833,133,12500000,320,7,5000
2916,304,607,1000,284252,2466,1058,8000000,931,8,18000
2917,385,14000,813,412454,2047,962,8000000,559,8,21000
2922,91,167,656,22147,2754,156,12000000,528,6,770
2927,216,16,93,57996,146,349,12000000,17,6,15000
2932,414,128,963,204327,2054,471,12000000,465,7,32000
2936,229,166,971,157051,2043,261,12000000,329,6,29000
2941,45,4,1000,5928,5006,49,12000000,1000,4,243
2947,326,131,8000,249688,10565,548,12000000,1000,7,93000
2950,70,287,452,3000,729,75,12000000,122,5,902
2953,354,350,1000,76094,2376,233,12000000,482,7,37000
2954,125,57,975,19007,2944,219,9000000,931,6,549
2959,433,729,1000,91082,3798,274,12000000,844,7,28000
2961,37,25,833,5794,4551,69,12000000,626,5,371
2965,24,98,1000,4052,3250,88,12000000,849,6,242
2968,34,30,1000,16764,1456,48,12000000,230,6,1000
2970,96,249,362,168203,469,426,14000000,21,8,11000
2971,106,102,2000,16832,5780,267,107000000,973,6,701
2972,53,32,529,12007,2393,105,12000000,526,5,507
2973,274,628,565,202341,1595,391,12000000,555,7,105000
2978,29,25,931,6965,3848,69,10000000,744,5,262
2979,58,216,1000,23383,4755,68,8000000,1000,5,1000
2980,144,378,957,12197,3535,150,12000000,925,6,650
2981,114,11000,537,20576,943,161,12000000,255,6,652
2985,138,319,1000,18632,1171,354,12000000,65,5,656
2987,61,40,5000,5016,7166,99,12000000,1000,7,305
2988,363,584,629,68883,1173,279,12215500000,398,7,7000
2989,2,55,3000,763,4277,10,12000000,642,5,135
2992,280,667,211,55516,456,124,9200000,98,7,29000
2996,121,60,60,8014,141,50,12000000,46,6,314
3000,72,94,693,12559,1373,90,12000000,534,6,423
3002,78,26,797,12125,2073,78,8000000,474,6,1000
3005,73,45,9,5603,11,45,2500000000,2,7,607
3006,42,18,13000,6884,17417,133,12000000,883,4,458
3010,165,12,17000,70133,17883,214,135000000,523,6,26000
3014,156,76,181,64423,433,293,12000000,168,6,13000
3016,82,130,399,21034,663,153,12000000,116,5,23000
3018,3,49,551,105,895,7,12000000,85,2,634
3021,35,2,680,3737,1780,27,11500000,544,6,443
3022,6,3,215,117,244,6,12000000,27,6,4
3023,183,287,767,142293,2053,245,11000000,281,7,14000
3025,158,11,22000,49671,24063,166,11500000,851,6,11000
3026,89,767,597,55816,1966,255,11000000,396,8,7000
3029,410,737,23000,275869,23811,389,25000000,238,7,36000
3031,54,36,886,82743,3280,201,11000000,655,7,7000
3032,141,15,17000,83893,20466,132,11000000,1000,6,15000
3033,30,53,84,3104,179,33,12000000,37,4,774
3037,80,163,683,162701,2436,962,11000000,548,7,19000
3043,62,5,584,10966,3850,100,11000000,580,4,365
3045,20,278,13000,5561,14735,35,11000000,595,6,745
3046,52,365,425,5187,1661,64,12000000,394,5,902
3047,351,34,838,73249,995,212,11000000,55,7,36000
3050,58,71,8000,10777,10982,79,11000000,723,5,671
3052,75,5,1000,15427,2729,121,11000000,660,5,449
3054,203,64,16000,33856,17866,147,11000000,638,7,34000
3057,66,4,960,12437,2415,107,11000000,448,5,405
3058,80,529,40000,171882,69746,292,11000000,29000,7,14000
3061,70,18,658,13622,1559,128,11000000,463,5,550
3062,15,300,1000,1761,3072,19,11000000,979,6,174
3063,535,1000,3000,96233,4082,313,11000000,275,7,26000
3065,14,8,14000,14129,14281,39,11000000,163,5,967
3066,13,58,338,2603,800,36,11000000,275,6,608
3069,223,365,887,105448,3876,321,10700000,770,7,11000
3073,54,15,142,45144,248,111,11000000,79,4,18000
3074,75,10,172,5772,378,115,15000000,71,6,302
3075,20,160,8000,13998,10822,264,700000000,1000,6,659
3076,105,32,893,12980,2640,132,14000000,692,6,646
3078,108,57,541,16747,1228,349,10600000,451,5,1000
3080,215,14000,861,281842,2811,515,10500000,725,7,34000
3081,81,21,17000,27689,20312,74,10000000,1000,6,1000
3082,17,4,882,1337,1554,28,12500000,450,6,392
3083,5,11,665,859,2272,31,10500000,446,6,119
3086,43,58,482,2618,1526,111,11000000,362,5,411
3089,161,835,49000,604904,63710,682,10000000,13000,8,31000
3096,323,304,939,86956,3276,275,10000000,906,7,12000
3103,203,70,4000,115050,7461,911,10000000,1000,5,4000
3108,264,108,1000,75306,1898,266,10000000,400,7,48000
3109,44,6,759,6808,2197,38,23000000,563,6,227
3112,159,19,4000,35654,4687,155,10000000,334,6,20000
3113,273,66,2000,104089,5628,319,10000000,904,6,16000
3114,26,7,723,19284,3712,66,20000000,706,5,981
3115,242,482,852,54190,2426,183,10000000,542,6,29000
3121,92,7,931,12388,1917,147,10000000,797,5,744
3124,8,322,851,3924,3190,26,10000000,543,5,368
3125,86,21,931,16300,3819,217,8500000,855,5,720
3129,78,38,3000,408,3691,6,65000000,424,7,21000
3131,189,11,1000,25210,2403,126,10000000,412,5,13000
3134,183,58,14000,63108,15251,330,10000000,537,5,15000
3135,211,500,11000,19655,12946,280,10000000,912,6,683
3136,14,5,556,3119,2149,35,10000000,475,5,331
3140,221,25,929,76199,3679,944,10000000,927,4,13000
3141,158,108,220,22369,583,100,10000000,186,6,21000
3142,73,22,918,4719,3317,24,10000000,624,6,851
3143,65,15,1000,23527,4789,104,25000000,962,5,767
3146,132,31,651,90070,3119,248,11000000,610,7,11000
3148,52,394,2000,7322,6296,78,10000000,926,7,680
3149,91,164,258,15358,571,131,30000000,218,6,328
3150,368,337,11000,135286,13960,261,10000000,1000,7,27000
3151,89,134,655,23928,2737,73,10000000,651,5,441
3154,33,14,1000,4564,3752,43,3000000,811,5,227
3155,386,64,13000,71679,17204,216,6400000,2000,7,17000
3156,191,47,3000,40514,4053,234,10000000,497,6,808
3157,16,28,962,2801,3871,28,10000000,826,7,1000
3159,47,2,772,4360,1058,148,10000000,232,7,1000
3161,144,406,989,200293,3462,621,10000000,939,7,16000
3163,325,13000,11000,55539,12418,147,10000000,430,7,20000
3170,321,207,40000,176606,55175,374,100000000,11000,6,25000
3171,100,4,939,21268,3651,53,10000000,702,5,518
3172,265,63,7000,87203,7747,221,10000000,353,6,25000
3175,162,194,1000,782437,3858,1420,7500000,816,8,35000
3176,147,87,1000,36029,3818,99,10000000,581,6,14000
3180,38,9,12000,6200,26961,92,10000000,11000,5,398
3183,19,13,753,1040,2791,31,10000000,695,4,425
3191,30,34,10000,10735,13160,88,11500000,721,6,561
3193,287,549,3000,361169,5732,1624,6500000,912,7,18000
3194,96,25,902,6377,2735,181,10000000,576,7,345
3195,27,4,754,1768,1891,37,10000000,324,5,208
3199,185,4,533,20837,578,127,10000000,35,4,10000
3200,2,76,902,892,2079,21,14000000,488,5,106
3204,49,3,14000,5936,17665,91,10000000,1000,5,242
3206,221,34,11000,55567,23187,144,10000000,11000,6,20000
3208,20,53,307,12411,616,110,10000000,200,6,533
3210,376,607,11000,59297,11853,216,11000000,414,6,12000
3219,115,787,787,11487,883,226,10000000,96,5,952
3220,34,324,678,1649,1256,21,60000000,541,6,33
3221,129,593,374,8307,1283,37,5000000,362,6,5000
3224,73,24,374,8708,768,56,4000000,181,7,345
3225,43,302,893,3080,3049,44,10000000,798,6,117
3228,79,216,1000,9971,5761,119,10000000,922,6,661
3230,17,3,16000,24958,17469,103,6200000,542,3,321
3232,12,21,78,683,221,3,10000000,61,6,874
3234,29,71,795,2971,2655,85,10000000,474,3,89
3235,23,7,12000,2941,16118,11,10000000,3000,5,370
3237,43,8,1000,3662,3146,23,5000000,893,4,546
3241,20,7,906,4995,4725,34,10000000,848,3,160
3245,62,71,298,11285,934,82,10000000,258,5,509
3249,75,261,30000,3075,31325,31,10000000,744,6,589
3250,66,4,63,1920,81,7,10000000,10,6,1000
3251,31,98,1000,1250,2227,16,10000000,891,5,695
3252,32,110,1000,5715,3937,60,10000000,898,3,486
3253,17,24,183,2223,428,27,10000000,136,7,746
3254,4,5,670,553,2739,3,10000000,608,5,119
3257,15,3,764,3015,2876,27,10000000,716,6,850
3263,29,7,31000,5865,35634,12,10000000,1000,6,1000
3265,66,17,1000,13190,3827,114,10500000,887,4,616
3266,18,6,557,1763,1702,26,9500000,290,5,898
3274,439,3000,10000,128729,15835,551,7400000,4000,7,50000
3275,54,25,509,13003,1248,80,8500000,446,7,10000
3276,50,147,8000,42296,13762,286,7217600,3000,6,12000
3288,285,65,2000,92364,6807,244,9000000,971,6,15000
3291,136,37,12000,20449,25660,370,20000000,10000,7,1000
3299,117,188,187,27536,358,327,8500000,127,6,1000
3300,136,23,1000,29058,2478,238,9000000,710,7,838
3305,65,49,702,3624,2007,27,9000000,616,6,313
3306,100,38,745,7833,1721,63,9000000,591,5,215
3307,129,26,1000,15200,3767,76,9000000,1000,6,1000
3311,31,6,7,1666,32,47,400000000,6,6,124
3312,76,930,982,4302,2942,45,9000000,602,6,375
3314,81,608,149,8161,251,94,9000000,44,7,484
3316,24,11,185,813,299,6,11400000,62,6,135
3322,19,6,4000,10100,6426,42,9000000,931,6,3000
3325,33,3,1000,9296,2310,57,8800000,900,6,458
3333,32,43,563,6142,1097,52,8500000,236,6,1000
3336,6,8,35,1984,47,14,60000000,6,6,278
3339,132,17,35000,51326,36892,116,8500000,966,6,8000
3344,210,160,8000,69759,8532,235,12000000,327,8,27000
3347,46,407,638,5158,823,140,8000000,107,7,196
3352,54,54,440,9808,1373,90,7623000,426,7,1000
3353,147,163,2000,20419,4168,259,8500000,716,6,8000
3354,16,11,205,14486,808,159,8300000,197,6,467
3355,215,16000,13000,1324680,16557,2195,8000000,902,8,45000
3357,534,66,15000,293304,15554,552,8500000,241,7,65000
3358,66,422,861,23823,3306,201,8550000,499,5,713
3359,119,338,354,148172,1495,406,8200000,209,8,15000
3361,270,36,7000,355810,7227,889,8000000,150,7,15000
3368,327,129,23000,270441,39807,378,8000000,10000,7,40000
3372,14,2,484,3904,1455,48,8000000,345,5,495
3383,288,126,23000,357275,25462,1061,7000000,1000,7,18000
3384,107,44,15000,37952,27646,298,5000000,11000,6,938
3385,28,31,539,8616,895,90,8000000,290,7,758
3387,55,133,471,2311,858,25,8300000,277,6,638
3388,231,132,434,49240,1183,142,8000000,265,7,12000
3389,262,87,15000,276746,16982,264,8000000,1000,7,19000
3393,18,198,1000,6124,3502,55,8000000,975,4,125
3394,11,15,883,2870,3291,34,8000000,826,5,77
3395,72,26,1000,8546,2687,86,8000000,905,5,859
3402,49,71,1000,9494,1795,109,8000000,261,6,515
3403,163,16,943,106098,2786,150,8000000,769,7,20000
3405,90,14,14000,3571,15848,34,8000000,1000,6,429
3407,17,136,977,802,2413,15,8000000,649,4,79
3408,118,45,61,22811,75,71,6500000,5,7,11000
3409,283,109,480,99430,517,182,8000000,12,7,43000
3410,74,12,2000,16617,3921,110,8000000,844,6,412
3411,41,30,480,5049,1234,48,8000000,257,6,226
3413,66,200,21000,7116,41645,79,8000000,18000,5,494
3416,32,387,8000,5159,9608,27,8000000,489,5,143
3418,79,3,905,26849,3185,107,8000000,513,6,3000
3420,26,53,954,5557,2512,34,8000000,551,6,294
3421,100,346,947,9003,2572,58,50000000,526,6,532
3422,56,43,144,2103,326,11,8000000,63,5,675
3425,20,2,413,4412,733,31,8000000,265,7,520
3426,21,2,31000,1965,33858,24,8000000,920,4,438
3429,5,78,502,63,1546,5,8000000,206,8,205
3432,21,73,848,4792,1526,43,10000000,643,6,999
3433,15,155,981,662,2741,14,8000000,505,4,689
3434,61,78,11000,72324,12619,134,7500000,509,7,3000
3435,34,88,1000,5275,4737,30,7500000,1000,6,508
3437,102,2,10000,4035,10218,19,7700000,154,7,2000
3440,278,92,3000,112138,4198,237,4500000,766,7,12000
3442,9,62,584,6595,2024,61,7500000,552,6,345
3443,127,248,673,34098,1442,214,7500000,466,7,1000
3445,35,18,834,5463,4091,20,7500000,749,3,140
3449,38,27,71,1439,262,26,50000000,59,6,26
3451,4,22,5000,243,7206,3,7500000,659,4,223
3452,287,549,3000,361169,5732,1624,6500000,912,7,18000
3454,6,20,262,385,409,4,7500000,65,5,389
3455,16,5,532,2909,902,37,6000000,249,5,108
3456,242,10,963,70194,1754,158,7300000,545,8,14000
3458,93,23,287,80639,635,96,5000000,150,7,25000
3463,387,655,24000,414335,28817,881,7500000,3000,7,10000
3468,331,464,23000,376600,54075,494,7500000,17000,7,40000
3471,140,474,1000,25870,2212,369,11000000,970,4,2000
3476,490,1000,29000,362933,29769,753,105000000,509,7,115000
3480,71,187,14000,5254,17104,92,20000000,900,6,141
3483,118,82,16000,73950,17611,258,13000000,387,6,2000
3484,35,22,1000,7569,5282,65,7000000,841,5,978
3485,342,197,513,154938,1379,1100,3500000,239,7,10000
3488,50,737,718,15088,2240,105,7000000,524,6,824
3491,180,44,637,56605,1342,89,7000000,256,7,23000
3492,28,48,1000,4598,4837,29,7000000,865,6,375
3496,341,1000,816,102125,1120,324,7000000,105,7,10000
3500,281,192,14000,83182,14816,247,7000000,343,7,16000
3505,25,70,692,13815,3128,46,7000000,585,2,446
3508,27,7,11000,3203,11116,85,7000000,43,6,650
3510,29,147,8000,34449,9984,119,7000000,860,7,2000
3514,97,261,783,11387,2684,147,7000000,658,6,357
3515,117,60,4000,18355,6526,106,7000000,787,6,3000
3516,389,159,3000,95529,3547,301,7000000,294,7,38000
3518,34,2,1000,1119,2589,12,7000000,690,6,797
3519,7,161,10000,3114,11059,16,7000000,422,4,168
3521,6,6,963,2215,2209,26,9000000,750,6,122
3525,12,43,1000,5143,5213,62,10000000,788,2,724
3526,134,58,23000,43965,44969,99,7000000,20000,7,19000
3529,39,5,766,1966,1251,25,7000000,358,6,97
3531,104,30,474,4124,2029,29,7000000,403,5,916
3532,121,23,4,2518,8,28,7000000,4,6,1000
3534,49,554,876,2670,2544,50,7000000,838,6,311
3535,100,78,12000,197845,12680,876,7000000,333,7,16000
3536,12,4,91,383,198,1,7000000,82,5,55
3539,2,24,122,192,236,6,7000000,35,6,41
3543,44,197,755,39786,3009,162,7000000,632,4,586
3544,6,16,149,33,414,6,8700000,147,7,187
3546,63,4,177,5153,333,51,15000000,66,7,687
3547,74,3,710,16299,2119,129,6800000,697,7,1000
3549,224,13,34000,58366,35717,160,6900000,924,5,10000
3550,226,777,131,80429,343,156,6800000,66,8,37000
3551,36,125,60,3548,132,21,5000000,29,6,282
3553,142,294,585,81644,666,107,4000000,39,8,11000
3554,271,40,1000,81699,2323,291,6500000,421,5,45000
3555,33,3,46,1388,225,31,6500000,46,6,479
3560,14,208,876,6384,4840,54,6500000,827,6,391
3562,111,132,435,19715,1140,166,6500000,230,5,515
3564,97,38,730,8294,1405,160,6500000,461,3,342
3565,73,11,56,10672,105,84,7000000,36,7,802
3569,200,129,10000,41856,13180,119,6500000,918,6,12000
3570,84,15,18000,12049,21107,135,6500000,986,6,1000
3571,28,19,844,2601,846,35,6500000,2,7,260
3573,12,9,1000,2892,1904,18,6500000,433,6,830
3574,183,210,845,51353,2614,143,4500000,631,7,13000
3576,153,31,65,114407,200,225,4800000,51,7,11000
3581,124,116,1000,170027,5127,350,6000000,944,7,13000
3590,52,10,3000,3198,6419,43,6000000,685,6,478
3591,18,44,865,6585,2724,50,6000000,405,6,990
3593,88,81,321,29659,584,227,8000000,101,5,1000
3596,32,54,469,6304,2037,87,8000000,436,6,403
3606,25,38,1000,4582,3221,52,6000000,475,6,985
3608,137,2,742,22929,1308,287,3000000,256,5,926
3613,216,49,24000,59637,51355,130,6000000,14000,7,21000
3614,133,4,8000,17169,10123,70,6000000,806,5,9000
3616,261,51,3000,64794,3569,131,6000000,482,7,17000
3620,76,138,373,18313,1831,73,6000000,308,5,985
3622,35,3,4000,11439,5668,190,6000000,812,5,901
3628,84,8,244,9589,489,105,6000000,230,5,289
3632,23,735,187,11623,297,50,6000000,34,7,643
3639,36,781,596,2330,1081,29,6000000,206,6,224
3640,47,11,773,1940,2440,34,6000000,766,6,30
3641,38,160,11000,6454,15604,44,7840000,949,7,733
3645,19,17,636,2989,2152,38,8600000,472,5,176
3648,37,24,933,1696,1940,19,6000000,767,7,1000
3663,68,407,688,3433,2584,81,5600000,659,6,160
