,num_critic_for_reviews,director_facebook_likes,actor_1_facebook_likes,genres,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,budget,actor_2_facebook_likes,imdb_score,movie_facebook_likes
2301,31.0,3.0,787.0,Adventure|Animation|Comedy|Family|Fantasy,3851,2185.0,114.0,20000000.0,690.0,2.8,346.0
2304,45.0,119.0,885.0,Comedy|Fantasy,8560,2907.0,205.0,12000000.0,816.0,4.3,797.0
2307,58.0,29.0,1000.0,Adventure|Comedy,18571,4218.0,120.0,20000000.0,794.0,5.3,847.0
2308,103.0,608.0,1000.0,Biography|Comedy|Drama|History|Music|Musical,10037,1690.0,202.0,10000000.0,452.0,7.4,608.0
2309,45.0,38.0,1000.0,Drama|War,15978,5705.0,122.0,20000000.0,1000.0,7.4,15000.0
2312,116.0,150.0,18000.0,Biography|Drama|Sport,24997,21200.0,75.0,20000000.0,1000.0,7.2,13000.0
2313,148.0,892.0,310.0,Horror|Sci-Fi,37626,838.0,521.0,20000000.0,294.0,2.3,1000.0
2314,79.0,650.0,690.0,Comedy|Drama|Family|Music|Romance,11958,1573.0,39.0,20000000.0,224.0,6.4,1000.0
2317,25.0,329.0,1000.0,Drama|History|Romance|War,6904,3493.0,102.0,20000000.0,912.0,6.5,971.0
2323,174.0,6000.0,893.0,Adventure|Animation|Fantasy,221552,2710.0,570.0,2400000000.0,851.0,8.4,11000.0
2324,69.0,22.0,572.0,Comedy|Drama|Mystery|Romance|Thriller|War,4293,1776.0,53.0,20000000.0,548.0,6.9,235.0
2325,26.0,42.0,801.0,Biography|Comedy|Musical,2998,1462.0,74.0,20000000.0,174.0,4.5,1000.0
2328,28.0,121.0,836.0,Comedy|Music,4518,2467.0,66.0,20000000.0,624.0,2.8,241.0
2329,146.0,110.0,23000.0,Action|Drama|Sci-Fi|Thriller,261317,25088.0,1137.0,20000000.0,876.0,7.5,20000.0
2330,67.0,55.0,991.0,Drama|War,8087,1003.0,33.0,40000000.0,10.0,7.1,1000.0
2331,93.0,115.0,9000.0,Crime|Drama|Romance|Thriller,16215,11433.0,138.0,24000000.0,1000.0,6.4,401.0
2332,28.0,12.0,979.0,Adventure|Family|Fantasy|Musical,14015,1978.0,83.0,20000000.0,532.0,6.7,831.0
2334,105.0,78.0,488.0,Action|Adventure|Animation|Family|Sci-Fi|Thriller,13727,991.0,79.0,2127519898.0,336.0,6.9,973.0
2335,21.0,25.0,18000.0,Drama|History|Sport,2613,20354.0,46.0,20000000.0,723.0,6.2,445.0
2337,9.0,58.0,699.0,Action|Adventure|Drama|History|Romance,3843,1592.0,25.0,20000000.0,533.0,6.4,399.0
2339,8.0,8.0,106.0,Comedy|Family|Fantasy|Sci-Fi,7147,182.0,16.0,140000000.0,56.0,6.0,136.0
2341,42.0,3.0,14000.0,Crime|Drama|Mystery,9868,15612.0,81.0,22000000.0,506.0,5.5,217.0
2346,29.0,10.0,483.0,Action|Drama|History|War,5154,1113.0,29.0,25000000.0,472.0,6.2,314.0
2350,2.0,2.0,729.0,Animation,50,1092.0,3.0,20000000.0,282.0,4.8,70.0
2353,120.0,17.0,12000.0,Crime|Drama|Mystery|Thriller,43879,16355.0,133.0,27220000.0,991.0,6.4,11000.0
2357,286.0,52.0,3000.0,Comedy,160418,5547.0,296.0,20000000.0,957.0,5.7,16000.0
2366,6.0,97.0,731.0,Action|Drama,60,2374.0,6.0,27000000.0,634.0,5.0,1000.0
2369,167.0,93.0,31000.0,Biography|Drama|Thriller,53977,35561.0,125.0,15000000.0,3000.0,7.1,14000.0
2371,47.0,2.0,1000.0,Adventure|Comedy|Drama|Family|Fantasy,2855,2429.0,119.0,19000000.0,539.0,3.6,663.0
2373,246.0,6000.0,17.0,Adventure|Animation|Family|Fantasy,417971,44.0,902.0,19000000.0,10.0,8.6,28000.0
2375,29.0,79.0,14000.0,Action|Adventure|Drama|History|Romance,17982,28094.0,95.0,25000000.0,12000.0,7.0,1000.0
2376,252.0,33.0,876.0,Drama|War,98741,1985.0,236.0,19000000.0,526.0,7.6,53000.0
2378,134.0,14.0,3000.0,Comedy|Romance,71276,4094.0,181.0,19000000.0,547.0,6.4,13000.0
2379,30.0,75.0,617.0,Drama|History|War,6156,1131.0,91.0,19000000.0,134.0,6.7,560.0
2383,31.0,500.0,12000.0,Crime|Drama|Music|Thriller,3536,14579.0,44.0,19000000.0,1000.0,6.3,228.0
2391,351.0,89.0,920.0,Comedy,216581,2771.0,397.0,18000000.0,798.0,6.4,21000.0
2399,169.0,179.0,12000.0,Action|Drama|Fantasy|Mystery|Thriller,24854,15044.0,374.0,16000000.0,1000.0,3.1,31000.0
2401,50.0,8.0,748.0,Comedy|Drama,10104,3956.0,69.0,18000000.0,656.0,5.7,265.0
2402,195.0,72.0,1000.0,Comedy|Crime|Drama,107815,3151.0,485.0,18000000.0,624.0,7.1,10000.0
2404,156.0,52.0,567.0,Comedy|Family|Romance,13562,2259.0,103.0,18000000.0,312.0,6.1,19000.0
2406,217.0,323.0,1000.0,Action|Horror|Sci-Fi,290949,4223.0,629.0,15000000.0,1000.0,7.8,13000.0
2407,134.0,869.0,692.0,Biography|Drama|History|Music,270790,3076.0,549.0,18000000.0,670.0,8.3,16000.0
2408,146.0,29.0,2000.0,Horror|Mystery,27664,4867.0,260.0,20000000.0,690.0,3.9,1000.0
2415,415.0,11000.0,594.0,Drama,150082,1353.0,384.0,18000000.0,268.0,7.3,36000.0
2419,27.0,8.0,844.0,Action|Comedy,29621,2653.0,76.0,18000000.0,456.0,5.3,588.0
2421,110.0,80.0,2000.0,Biography|Drama|Family|Sport,35514,5024.0,114.0,18000000.0,795.0,7.1,15000.0
2424,77.0,130.0,691.0,Action|Adventure|Fantasy,62009,2481.0,109.0,18000000.0,476.0,5.8,2000.0
2430,128.0,11000.0,11000.0,Comedy|Crime,31169,23283.0,192.0,18000000.0,11000.0,6.7,812.0
2433,54.0,38.0,17000.0,Comedy|Crime,8023,18711.0,49.0,18000000.0,632.0,5.2,591.0
2438,25.0,28.0,372.0,Action|Adventure|Western,1400,927.0,41.0,18000000.0,262.0,5.0,346.0
2439,104.0,128.0,11000.0,Drama|Thriller,23728,14995.0,213.0,18000000.0,2000.0,6.1,813.0
2441,146.0,31.0,210.0,Action|Crime|Thriller,19586,676.0,109.0,18000000.0,193.0,4.4,4000.0
2445,93.0,109.0,405.0,Comedy|Drama|Romance,10680,847.0,112.0,18000000.0,204.0,7.1,562.0
2457,128.0,11000.0,11000.0,Comedy|Romance,25165,14843.0,155.0,18000000.0,944.0,6.4,827.0
2458,186.0,6.0,25000.0,Biography|Drama|Romance|War,27882,39463.0,119.0,18000000.0,14000.0,7.1,18000.0
2463,79.0,154.0,1000.0,Crime|Drama|Mystery|Thriller,26730,4094.0,180.0,18000000.0,783.0,7.2,2000.0
2465,97.0,34.0,663.0,Crime|Drama|Thriller,14324,2215.0,93.0,18000000.0,551.0,5.1,1000.0
2467,59.0,157.0,84.0,Thriller,2541,198.0,20.0,18000000.0,35.0,5.5,342.0
2474,195.0,89.0,22000.0,Drama|Horror|Mystery|Thriller,48162,25804.0,140.0,14000000.0,2000.0,6.2,10000.0
2480,187.0,83.0,3000.0,Drama|History|War,264533,4142.0,609.0,17500000.0,460.0,8.1,12000.0
2485,239.0,448.0,482.0,Fantasy|Horror|Thriller,268581,956.0,1109.0,17000000.0,203.0,7.6,20000.0
2489,129.0,42.0,839.0,Comedy,106820,3627.0,147.0,17000000.0,756.0,6.5,14000.0
2494,52.0,9.0,818.0,Comedy|Drama|Family|Fantasy|Sci-Fi,3407,2164.0,48.0,17000000.0,636.0,5.1,309.0
2495,56.0,92.0,1000.0,Comedy|Drama,11600,5306.0,64.0,17000000.0,886.0,6.7,7000.0
2496,186.0,248.0,16000.0,Action|Crime|Drama|Thriller,121058,19410.0,482.0,17000000.0,988.0,6.7,3000.0
2497,178.0,52.0,723.0,Horror|Mystery,67978,1978.0,279.0,20000000.0,346.0,5.6,12000.0
2498,140.0,36.0,1000.0,Comedy|Romance,62272,3294.0,207.0,17000000.0,580.0,5.6,2000.0
2499,469.0,364.0,12000.0,Action|Adventure|Sci-Fi,264186,25549.0,665.0,170000000.0,10000.0,6.8,30000.0
2501,148.0,33.0,15000.0,Drama|Fantasy|Romance,64190,17396.0,129.0,17000000.0,976.0,5.6,16000.0
2503,75.0,39.0,593.0,Comedy,11815,2713.0,117.0,17000000.0,517.0,5.6,320.0
2504,113.0,51.0,427.0,Biography|Drama|Sport,23480,952.0,83.0,17000000.0,234.0,7.4,21000.0
2507,223.0,36.0,10000.0,Comedy|Music|Romance,213898,12676.0,250.0,17000000.0,751.0,7.2,36000.0
2508,50.0,19.0,973.0,Comedy|Drama|Romance|Sport,12993,3344.0,107.0,34000000.0,954.0,4.9,476.0
2510,81.0,11.0,1000.0,Horror|Mystery|Thriller,10885,4060.0,271.0,17000000.0,982.0,4.8,814.0
2512,44.0,11.0,1000.0,Adventure|Comedy|Family|Fantasy|Musical,2045,2020.0,37.0,17000000.0,436.0,5.8,339.0
2513,197.0,847.0,3000.0,Crime|Drama|Thriller,52852,6317.0,138.0,17000000.0,960.0,6.7,4000.0
2514,15.0,117.0,715.0,Action|Adventure|Drama|History|War,4550,1567.0,50.0,9000000.0,490.0,6.8,419.0
2515,543.0,201.0,394.0,Horror,125016,673.0,789.0,17000000.0,150.0,6.5,70000.0
2517,153.0,80.0,2000.0,Comedy|Music,22639,5992.0,217.0,19000000.0,2000.0,5.5,300.0
2518,94.0,22.0,1000.0,Action|Adventure|Family|Sci-Fi,33570,3007.0,259.0,17000000.0,593.0,3.6,1000.0
2522,21.0,3.0,400.0,Adventure|Crime|Drama|Romance,4081,805.0,28.0,17000000.0,193.0,3.0,154.0
2523,236.0,168.0,3000.0,Drama|Mystery|Romance|Thriller,295375,4210.0,645.0,16000000.0,979.0,7.6,15000.0
2529,41.0,22.0,669.0,Sci-Fi,3701,1769.0,71.0,17000000.0,642.0,5.2,903.0
2533,236.0,168.0,3000.0,Drama|Mystery|Romance|Thriller,295375,4210.0,645.0,16000000.0,979.0,7.6,15000.0
2539,96.0,608.0,49000.0,Comedy|Drama,277451,51609.0,491.0,16400000.0,1000.0,8.0,23000.0
2545,576.0,405.0,996.0,Comedy|Drama|Romance,190030,4606.0,583.0,15000000.0,897.0,8.0,30000.0
2550,56.0,11.0,911.0,Comedy|Family,18254,3058.0,307.0,16000000.0,521.0,3.3,1000.0
2553,51.0,14.0,1000.0,Action|Comedy|Crime|Family,7392,4194.0,53.0,35000000.0,1000.0,5.4,393.0
2554,41.0,309.0,939.0,Crime|Drama|Romance|Thriller,9566,3107.0,81.0,16000000.0,881.0,6.4,1000.0
2558,285.0,1000.0,175.0,Action|Comedy|Mystery,352695,485.0,687.0,8000000.0,115.0,7.9,17000.0
2560,275.0,11000.0,19000.0,Drama|Romance,198111,19894.0,365.0,15500000.0,581.0,7.2,14000.0
2562,81.0,24.0,15000.0,Comedy,4654,18786.0,46.0,20000000.0,1000.0,6.7,18000.0
2563,67.0,7.0,3000.0,Comedy|Drama|Romance,13661,3451.0,134.0,16000000.0,240.0,5.3,487.0
2565,300.0,45.0,24000.0,Comedy|Fantasy|Horror,92712,24805.0,294.0,16000000.0,396.0,5.1,6000.0
2566,84.0,22.0,8000.0,Comedy|Crime|Mystery,11768,11078.0,148.0,16000000.0,2000.0,5.6,492.0
2568,169.0,179.0,12000.0,Action|Drama|Fantasy|Mystery|Thriller,24854,15044.0,374.0,16000000.0,1000.0,3.1,31000.0
2569,158.0,47.0,21000.0,Drama|Romance,113963,22088.0,361.0,16000000.0,541.0,7.2,24000.0
2570,46.0,6.0,812.0,Comedy|Drama|Romance,8215,1882.0,95.0,16000000.0,326.0,5.7,371.0
2571,15.0,121.0,11000.0,Comedy|Romance|Sci-Fi,21079,14677.0,55.0,20000000.0,3000.0,5.2,818.0
2575,42.0,38.0,940.0,Action|Drama|Sci-Fi|Thriller,5237,1945.0,90.0,16000000.0,416.0,4.9,392.0
2576,65.0,28.0,555.0,Comedy|Drama|Music,8217,1227.0,123.0,15000000.0,403.0,6.0,573.0
2577,109.0,11000.0,11000.0,Comedy|Romance,21613,12766.0,148.0,16000000.0,650.0,6.6,762.0
2583,64.0,133.0,898.0,Drama|History|Romance|War,5321,2096.0,78.0,16000000.0,708.0,6.7,356.0
2586,78.0,172.0,172.0,Comedy|Romance,30587,329.0,49.0,11000000.0,55.0,7.1,3000.0
2587,67.0,6.0,10000.0,Drama|Romance|War,5664,11091.0,42.0,15000000.0,304.0,6.2,921.0
2588,216.0,929.0,488.0,Drama|Fantasy,45449,943.0,192.0,13000000.0,289.0,7.3,23000.0
2590,84.0,529.0,1000.0,Drama|Family,155249,4453.0,304.0,16000000.0,884.0,8.1,115000.0
2593,32.0,10.0,890.0,Comedy|Drama|Romance|Sport,5312,3104.0,40.0,15600000.0,578.0,4.5,939.0
2597,40.0,7.0,1000.0,Drama|Mystery|Thriller,3299,4329.0,24.0,15500000.0,1000.0,5.9,191.0
2602,21.0,12000.0,19000.0,Comedy|Drama|Family,36918,21499.0,42.0,11000000.0,875.0,5.9,3000.0
2604,173.0,12000.0,10000.0,Action|Drama|Romance,219171,13069.0,388.0,15000000.0,1000.0,6.9,19000.0
2610,60.0,4.0,17000.0,Drama|Romance,6723,30978.0,36.0,15500000.0,13000.0,6.8,1000.0
2611,70.0,14000.0,852.0,Drama,60988,2592.0,199.0,15000000.0,581.0,7.8,6000.0
2614,454.0,77.0,19000.0,Biography|Drama|Thriller|War,467613,20295.0,608.0,14000000.0,393.0,8.1,165000.0
2615,25.0,6.0,1000.0,Comedy|War,18140,2419.0,60.0,10000000.0,745.0,6.1,855.0
2618,393.0,127.0,1000.0,Fantasy|Horror,134869,1949.0,304.0,20000000.0,340.0,6.2,57000.0
2621,157.0,79.0,925.0,Comedy,77724,1018.0,162.0,15000000.0,38.0,6.6,26000.0
2623,109.0,13000.0,925.0,Comedy|Fantasy,189413,1953.0,306.0,15000000.0,692.0,7.5,15000.0
2626,462.0,43.0,11000.0,Drama|Fantasy|Horror|Thriller,139749,11946.0,509.0,17000000.0,326.0,6.4,29000.0
2628,69.0,189.0,934.0,Adventure|Comedy|Family,29008,3707.0,99.0,15000000.0,927.0,5.4,896.0
2629,140.0,517.0,22000.0,Drama|War,232577,34025.0,1026.0,15000000.0,11000.0,8.2,11000.0
2630,130.0,272.0,22000.0,Comedy|Drama,67604,29252.0,218.0,15000000.0,4000.0,7.1,12000.0
2632,238.0,29.0,12000.0,Action|Drama|Thriller,64747,15800.0,122.0,15000000.0,1000.0,6.5,12000.0
2633,198.0,66.0,3000.0,Comedy|Fantasy|Horror,29867,4567.0,181.0,15000000.0,658.0,6.2,27000.0
2636,131.0,446.0,22000.0,Crime|Drama|Thriller,69576,40117.0,207.0,10000000.0,13000.0,6.9,2000.0
2638,355.0,453.0,15000.0,Crime|Drama|Thriller,181025,27788.0,336.0,7000000.0,10000.0,7.7,38000.0
2639,138.0,488.0,15000.0,Comedy|Drama|Romance,39782,44037.0,172.0,37000000.0,14000.0,5.4,11000.0
2641,419.0,120.0,13000.0,Biography|Drama|Romance,265507,14100.0,388.0,15000000.0,876.0,7.7,90000.0
2644,181.0,767.0,607.0,Adventure|Biography|Drama|History|War,192775,1076.0,559.0,15000000.0,202.0,8.4,11000.0
2646,349.0,212.0,2000.0,Adventure|Biography|Drama,86664,4896.0,252.0,15000000.0,820.0,7.1,38000.0
2650,344.0,255.0,14000.0,Action|Adventure|Fantasy,229687,18003.0,637.0,125000000.0,1000.0,5.8,15000.0
2654,74.0,10.0,811.0,Comedy|Family|Music|Romance,23408,2167.0,105.0,15000000.0,636.0,4.6,810.0
2655,65.0,13.0,818.0,Comedy|Drama|Romance,15582,1450.0,132.0,15000000.0,511.0,6.0,849.0
2658,96.0,61.0,907.0,Comedy|Drama|Family,8427,3462.0,88.0,14000000.0,807.0,6.4,1000.0
2662,160.0,31.0,193.0,Adventure|Fantasy|Horror|Mystery|Thriller,28964,608.0,457.0,15000000.0,184.0,4.0,949.0
2663,93.0,26.0,838.0,Drama|Fantasy|Horror|Thriller,57140,1812.0,195.0,15000000.0,328.0,6.2,6000.0
2668,25.0,11.0,1000.0,Action|Crime|Drama|Romance|Thriller,17074,2210.0,55.0,15000000.0,605.0,5.5,466.0
2669,46.0,15.0,1000.0,Adventure|Drama|Family,6095,3845.0,76.0,15000000.0,786.0,6.2,1000.0
2671,108.0,83.0,912.0,Horror|Mystery|Thriller,13048,2682.0,227.0,14000000.0,786.0,4.1,243.0
2676,96.0,119.0,989.0,Horror|Mystery|Sci-Fi|Thriller,17328,4660.0,237.0,15000000.0,982.0,5.5,673.0
2677,417.0,310.0,33000.0,Crime|Drama|Thriller,187170,34413.0,376.0,15000000.0,748.0,7.3,47000.0
2679,88.0,11.0,471.0,Drama|Mystery|Thriller,13320,1069.0,415.0,15000000.0,308.0,4.9,327.0
2682,414.0,181.0,11000.0,Crime|Thriller,111625,14025.0,369.0,15000000.0,820.0,6.2,20000.0
2683,291.0,210.0,22000.0,Crime|Drama|Thriller,57210,22574.0,158.0,15000000.0,164.0,6.8,13000.0
2685,37.0,12.0,354.0,Adventure|Animation|Comedy|Family,2037,568.0,22.0,15000000.0,173.0,5.7,175.0
2687,90.0,36.0,1000.0,Action|Adventure|Fantasy|Sci-Fi,16340,2764.0,355.0,15000000.0,786.0,4.6,356.0
2688,81.0,16.0,907.0,Crime|Drama|Musical|Romance,4603,3633.0,91.0,15000000.0,585.0,6.2,489.0
2689,221.0,92.0,11000.0,Drama|Romance,106111,17627.0,181.0,15000000.0,5000.0,7.0,49000.0
2692,119.0,164.0,436.0,Crime|Thriller,30643,1172.0,144.0,15000000.0,324.0,6.7,622.0
2693,97.0,745.0,12000.0,Comedy,9294,15209.0,140.0,15000000.0,821.0,5.6,251.0
2694,119.0,34.0,427.0,Biography|Drama|Music|Musical,9649,729.0,226.0,20000000.0,66.0,6.6,1000.0
2695,42.0,11000.0,11000.0,Comedy|Drama|Romance,13692,12685.0,55.0,15000000.0,860.0,6.4,877.0
2696,24.0,9.0,595.0,Adventure|Family,2724,1139.0,53.0,15000000.0,417.0,2.8,436.0
2697,208.0,561.0,746.0,Action,53471,2377.0,224.0,15000000.0,561.0,5.4,29000.0
2698,42.0,23.0,925.0,Comedy|Drama|Romance,7159,2913.0,88.0,15000000.0,660.0,5.0,247.0
2699,44.0,4.0,989.0,Drama|Romance,7403,3142.0,162.0,15000000.0,841.0,5.1,648.0
2701,46.0,80.0,1000.0,Family|Music|Romance,22649,4676.0,212.0,15000000.0,872.0,5.9,1000.0
2705,71.0,41.0,556.0,Crime|Drama|Romance|Thriller,17261,1873.0,125.0,15000000.0,463.0,6.6,455.0
2706,190.0,187.0,11000.0,Biography|Drama|History|Thriller|War,24150,12178.0,118.0,16000000.0,883.0,6.7,923.0
2707,50.0,9.0,11000.0,Comedy|Drama|Romance,8055,13524.0,89.0,15000000.0,897.0,5.5,816.0
2708,63.0,2.0,890.0,Comedy,26598,3161.0,132.0,20000000.0,852.0,4.9,1000.0
2711,49.0,6.0,8000.0,Adventure|Comedy|Family,6562,10732.0,66.0,15000000.0,625.0,5.6,647.0
2712,300.0,454.0,65.0,Comedy|Crime|Drama,307639,173.0,513.0,15000000.0,49.0,8.0,32000.0
2716,242.0,835.0,13000.0,Drama,30284,14544.0,102.0,15000000.0,826.0,6.6,10000.0
2717,218.0,11000.0,860.0,Comedy|Romance,58967,2717.0,169.0,15000000.0,658.0,7.2,10000.0
2718,49.0,52.0,477.0,Drama|Mystery|Thriller,3668,2312.0,85.0,15000000.0,397.0,4.6,157.0
2726,328.0,132.0,10000.0,Drama|Romance|Sci-Fi,109873,12867.0,320.0,15000000.0,882.0,7.2,33000.0
2729,21.0,70.0,876.0,Adventure|Drama|Fantasy,4996,1351.0,62.0,15000000.0,324.0,5.3,843.0
2734,260.0,756.0,136.0,Drama|Sci-Fi,111841,203.0,413.0,6000000.0,23.0,8.3,12000.0
2738,109.0,34.0,936.0,Comedy|Crime|Drama|Thriller|War,20730,3578.0,111.0,15000000.0,826.0,6.9,664.0
2742,14.0,85.0,825.0,Action|Drama|Thriller,2699,1432.0,29.0,9000000.0,476.0,5.6,154.0
2744,17.0,36.0,549.0,Biography|Drama|History,609,801.0,15.0,15000000.0,248.0,6.0,705.0
2746,19.0,24.0,776.0,Action|Comedy|Drama|War,2236,1732.0,40.0,25000000.0,595.0,4.5,193.0
2747,50.0,17.0,1000.0,Comedy|Drama|Fantasy|Music|Romance,7519,1245.0,39.0,15000000.0,165.0,5.9,445.0
2750,136.0,19.0,1000.0,Action|Sci-Fi|Thriller,41638,2829.0,134.0,7000000.0,889.0,6.1,13000.0
2751,26.0,93.0,179.0,Action|Adventure|Fantasy,5018,363.0,108.0,15000000.0,55.0,4.9,473.0
2752,4.0,6.0,61.0,Biography,80,192.0,4.0,15000000.0,57.0,5.7,18.0
2753,53.0,3.0,556.0,Action|Crime|Drama|Thriller,9177,996.0,53.0,15000000.0,353.0,7.1,821.0
2754,22.0,67.0,631.0,Biography|Drama,695,1585.0,32.0,15000000.0,452.0,6.6,277.0
2755,147.0,11000.0,13000.0,Comedy|Fantasy|Romance,437418,15500.0,609.0,14600000.0,571.0,8.1,38000.0
2756,222.0,13.0,20000.0,Comedy|Drama|Music,38202,38963.0,135.0,14800000.0,17000.0,5.7,41000.0
2757,106.0,1000.0,29000.0,Drama|Romance,167750,33791.0,506.0,14500000.0,1000.0,6.8,10000.0
2759,5.0,5.0,467.0,Drama|Family|Music,993,994.0,13.0,14500000.0,220.0,6.2,998.0
2760,131.0,16000.0,16000.0,Drama|Western,277505,28544.0,495.0,14400000.0,11000.0,8.3,10000.0
2761,140.0,3000.0,3000.0,Drama,18646,4211.0,81.0,14200000.0,769.0,7.4,1000.0
2763,94.0,213.0,886.0,Drama|Romance|Thriller,55101,1639.0,201.0,14000000.0,276.0,6.9,3000.0
2766,32.0,5.0,442.0,Action|Adventure|Comedy,44096,717.0,62.0,15800000.0,162.0,5.5,489.0
2771,264.0,30.0,941.0,Horror|Thriller,47169,2348.0,162.0,14000000.0,459.0,5.9,17000.0
2780,43.0,54.0,8000.0,Comedy|Romance,15047,10792.0,160.0,14000000.0,670.0,5.0,2000.0
2781,331.0,58.0,11000.0,Biography|Drama|History,82327,12894.0,350.0,13000000.0,1000.0,6.4,18000.0
2782,38.0,12.0,23.0,Adventure|Animation|Comedy|Drama|Family|Musical,3135,49.0,78.0,14000000.0,12.0,6.6,184.0
2784,40.0,10.0,706.0,Action|Comedy|Crime|Thriller,9693,1421.0,33.0,14000000.0,266.0,5.7,530.0
2786,82.0,128.0,931.0,Horror,16294,2704.0,252.0,14000000.0,726.0,3.7,889.0
2788,56.0,119.0,869.0,Comedy|Romance,24038,3007.0,123.0,14000000.0,779.0,4.6,411.0
2789,160.0,123.0,26000.0,Adventure|Mystery|Thriller,56338,41359.0,215.0,14000000.0,14000.0,6.5,4000.0
2790,71.0,44.0,953.0,Comedy|Romance,5721,3299.0,20.0,14000000.0,849.0,4.9,1000.0
2792,62.0,160.0,718.0,Comedy|Drama|War,9323,1148.0,157.0,12000000.0,330.0,6.9,970.0
2794,59.0,17000.0,22000.0,Drama|Music|Musical|Romance,13548,23378.0,75.0,14000000.0,740.0,6.7,932.0
2798,69.0,189.0,934.0,Adventure|Comedy|Family,29008,3707.0,99.0,15000000.0,927.0,5.4,896.0
2800,61.0,70.0,878.0,Comedy|Mystery|Romance,11693,2165.0,104.0,14000000.0,834.0,5.4,613.0
2803,251.0,143.0,14000.0,Drama|Romance,92781,15337.0,320.0,26000000.0,617.0,7.6,5000.0
2804,63.0,49.0,12000.0,Drama|Mystery|Thriller,12519,12776.0,112.0,24000000.0,215.0,5.9,853.0
2805,47.0,956.0,10000.0,Drama,6782,10368.0,114.0,14000000.0,233.0,6.6,860.0
2806,108.0,176.0,543.0,Biography|Drama|History,9334,678.0,59.0,14000000.0,113.0,6.7,447.0
2807,64.0,12.0,159.0,Drama|Horror|Mystery|Thriller,7277,417.0,181.0,14000000.0,102.0,3.9,231.0
2808,20.0,133.0,423.0,Biography|Drama|History|Romance,2427,446.0,27.0,14000000.0,15.0,5.7,127.0
2810,2.0,109.0,16000.0,Action|Adventure|History,524,17250.0,8.0,14000000.0,469.0,6.5,76.0
2814,50.0,2.0,149.0,Action,6069,243.0,34.0,12000000.0,32.0,6.9,1000.0
2815,57.0,168.0,697.0,Comedy|Drama|War,11704,2243.0,36.0,15000000.0,329.0,7.0,702.0
2820,348.0,473.0,833.0,Action|Adventure|Comedy|Sci-Fi,167089,2690.0,491.0,125000000.0,809.0,5.9,62000.0
2826,401.0,454.0,2000.0,Comedy|Crime,185845,4757.0,284.0,15000000.0,906.0,7.2,52000.0
2829,192.0,101.0,918.0,Biography|Drama|History|War,248354,2334.0,564.0,13500000.0,653.0,8.3,14000.0
2833,4.0,26.0,898.0,Comedy,912,2895.0,17.0,13400000.0,391.0,3.6,502.0
2834,84.0,209.0,569.0,Documentary|Music,74351,714.0,233.0,13000000.0,69.0,1.6,62000.0
2836,492.0,294.0,10000.0,Action|Crime|Sci-Fi|Thriller,182910,14160.0,630.0,100000000.0,2000.0,6.2,60000.0
2840,63.0,36.0,3000.0,Drama,6276,7833.0,55.0,13000000.0,3000.0,6.8,16000.0
2843,275.0,51.0,13000.0,Comedy|Drama,72803,20330.0,171.0,13000000.0,6000.0,7.3,33000.0
2845,133.0,19.0,23000.0,Comedy|Drama|Romance,222099,37907.0,549.0,16000000.0,13000.0,7.2,10000.0
2846,49.0,13.0,11000.0,Comedy,28805,12687.0,159.0,13000000.0,489.0,5.9,1000.0
2849,185.0,19.0,8000.0,Sci-Fi|Thriller,357579,12755.0,1100.0,13000000.0,902.0,7.7,15000.0
2853,57.0,6.0,904.0,Action|Comedy|Crime|Thriller,24834,3353.0,168.0,13000000.0,471.0,6.1,934.0
2854,25.0,15.0,694.0,Comedy|Drama|Family,7984,2486.0,42.0,13000000.0,558.0,5.9,833.0
2858,489.0,232.0,149.0,Drama|Mystery|Sci-Fi|Thriller,289508,430.0,611.0,15000000.0,145.0,7.7,109000.0
2860,40.0,7.0,939.0,Comedy|Romance,4339,2815.0,31.0,6000000.0,890.0,6.1,593.0
2863,251.0,16000.0,378.0,Drama|History|War,132149,751.0,316.0,19000000.0,85.0,7.9,5000.0
2864,113.0,35.0,24000.0,Adventure|Drama|Sci-Fi,19707,27806.0,128.0,13000000.0,912.0,6.3,862.0
2865,23.0,18.0,1000.0,Comedy|Romance,1520,3352.0,20.0,13000000.0,851.0,3.8,204.0
2866,421.0,412.0,805.0,Drama,161288,2499.0,351.0,13000000.0,681.0,8.3,72000.0
2867,32.0,799.0,721.0,Comedy,20033,1805.0,117.0,13000000.0,359.0,6.4,679.0
2871,39.0,7.0,3000.0,Drama|Thriller,3116,6485.0,39.0,13000000.0,1000.0,6.0,251.0
2874,111.0,16.0,567.0,Comedy|Crime|Thriller,21530,1775.0,159.0,13000000.0,326.0,6.1,618.0
2875,168.0,24.0,552.0,Comedy,60407,2730.0,84.0,13000000.0,528.0,5.9,11000.0
2877,104.0,37.0,748.0,Drama|Sport,18442,2417.0,59.0,13000000.0,573.0,6.8,689.0
2878,150.0,80.0,2000.0,Comedy|Drama|Romance,28573,3004.0,87.0,13000000.0,257.0,5.7,5000.0
2879,61.0,83.0,2000.0,Drama|Romance,4767,2389.0,69.0,100000000.0,370.0,7.3,186.0
2881,21.0,150.0,979.0,Comedy|Crime|Drama,1595,1679.0,19.0,13000000.0,385.0,5.9,69.0
2882,217.0,260.0,20000.0,Drama|Thriller,88037,39473.0,201.0,26000000.0,15000.0,7.1,10000.0
